bigg_id	universal_bigg_id	name
cspg_d_g	cspg_d	Chondroitin sulfate D (GlcNAc6S-GlcA2S) proteoglycan
dsT_antigen_g	dsT_antigen	DsT antigen g
f1a_g	f1a	F1alpha
fn2m2masn_g	fn2m2masn	N4-{N-Acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1,3)-[N-acetyl-beta-D-glucosaminyl-(1,2)-alpha-D-mannosyl-(1,6)]-beta-D-mannosyl-(1,4)-N-acetyl-beta-D-glucosaminyl-(1,4)-[alpha-L-fucosyl-(1,6)]-N-acetyl-beta-D-glucosaminyl}asparagine
fuc132galacglcgal14acglcgalgluside_hs_g	fuc132galacglcgal14acglcgalgluside_hs	V3Fuc-nLc6Cer
fucfuc12gal14acglcgalgluside_hs_g	fucfuc12gal14acglcgalgluside_hs	Ley glycolipid
fucgalacgalfucgalacglcgal14acglcgalgluside_hs_g	fucgalacgalfucgalacglcgal14acglcgalgluside_hs	(Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1
fucgalacglcgal14acglcgalgluside_hs_g	fucgalacglcgal14acglcgalgluside_hs	VI2Fuc-nLc6
g2m8masn_g	g2m8masn	(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)
g3m8masn_g	g3m8masn	(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)
galacglc13galacglcgal14acglcgalgluside_hs_g	galacglc13galacglcgal14acglcgalgluside_hs	NLc8Cer
galacglcgalacglcgal14acglcgalgluside_hs_g	galacglcgalacglcgal14acglcgalgluside_hs	I-antigen
galside_hs_g	galside_hs	Galactocerebroside (homo sapiens)
galthcrm_hs_g	galthcrm_hs	Gal-Gal-Gal-Glc-Cer (homo sapiens)
gd1c_hs_g	gd1c_hs	GD1c (homo sapiens)
gd3_hs_g	gd3_hs	GD3 (homo sapiens)
gdpfuc_g	gdpfuc	GDP-L-fucose
glc3man_g	glc3man	Glucose-1,2-(2)[glucose-1,3]-mannose oligosaccharide
gm2_hs_g	gm2_hs	Ganglioside GM2 (homo sapiens)
gt2_hs_g	gt2_hs	GT2 (homo sapiens)
hs_pre10_g	hs_pre10	Heparan sulfate, precursor 10
hs_pre11_g	hs_pre11	Heparan sulfate, precursor 11
hs_pre15_g	hs_pre15	Heparan sulfate, precursor 15
hs_pre5_g	hs_pre5	Heparan sulfate, precursor 5
hs_pre7_g	hs_pre7	Heparan sulfate, precursor 7
ksi_g	ksi	Keratan sulfate I
ksi_pre1_g	ksi_pre1	Keratan sulfate I biosynthesis, precursor 1
ksi_pre14_g	ksi_pre14	Keratan sulfate I biosynthesis, precursor 14
ksi_pre17_g	ksi_pre17	Keratan sulfate I biosynthesis, precursor 17
ksi_pre28_g	ksi_pre28	Keratan sulfate I biosynthesis, precursor 28
ksi_pre3_g	ksi_pre3	Keratan sulfate I biosynthesis, precursor 3
ksi_pre35_g	ksi_pre35	Keratan sulfate I biosynthesis, precursor 35
ksi_pre8_g	ksi_pre8	Keratan sulfate I biosynthesis, precursor 8
ksii_core2_g	ksii_core2	Keratan sulfate II (core 2-linked)
ksii_core2_pre10_g	ksii_core2_pre10	Keratan sulfate II biosynthesis, precursor 10
ksii_core2_pre2_g	ksii_core2_pre2	Keratan sulfate II biosynthesis, precursor 2
ksii_core2_pre6_g	ksii_core2_pre6	Keratan sulfate II biosynthesis, precursor 6
ksii_core2_pre7_g	ksii_core2_pre7	Keratan sulfate II biosynthesis, precursor 7
ksii_core4_pre4_g	ksii_core4_pre4	Keratan sulfate II biosynthesis, precursor 4
ksii_core4_pre5_g	ksii_core4_pre5	Keratan sulfate II biosynthesis, precursor 5
ksii_core4_pre7_g	ksii_core4_pre7	Keratan sulfate II biosynthesis, precursor 7
lxser_g	lxser	Gal-Xyl-L-Ser (protein)
m5masnC_g	m5masnC	(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)
n2m2nmasn_g	n2m2nmasn	N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminyl-R
n3m2masn_g	n3m2masn	((N-acetyl-D-glucosaminyl)3-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)
n4m2masn_g	n4m2masn	((N-acetyl-D-glucosaminyl)4-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)
na1_g	na1	Sodium
nm2masn_g	nm2masn	(N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)
oagd3_hs_g	oagd3_hs	9-O-Acetylated GD3 (homo sapiens)
pe_hs_g	pe_hs	Phosphatidylethanolamine (homo sapiens)
ps_hs_g	ps_hs	Phosphatidylserine (homo sapiens)
sT_antigen_g	sT_antigen	ST antigen g
10fthf5glu_l	10fthf5glu	10-formyltetrahydrofolate-[Glu](5)
4abut_l	4abut	4-Aminobutanoate
7dhf_l	7dhf	Heptaglutamyl folate (DHF)
7thf_l	7thf	Heptaglutamyl folate (THF)
Asn_X_Ser_Thr_l	Asn_X_Ser_Thr	Asn  X  Ser FSLASH Thr l
ade_l	ade	Adenine
cholp_l	cholp	Choline phosphate C5H13NO4P
cs_a_deg3_l	cs_a_deg3	Chondroitin sulfate A (GalNAc4S-GlcA), degradation product 3
cs_c_deg4_l	cs_c_deg4	Chondroitin sulfate C (GalNAc6S-GlcA), degradation product 4
cs_d_deg2_l	cs_d_deg2	Chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 2
cs_d_deg3_l	cs_d_deg3	Chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 3
cs_d_deg6_l	cs_d_deg6	Chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 6
cs_e_deg1_l	cs_e_deg1	Chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 1
cs_e_deg2_l	cs_e_deg2	Chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 2
cspg_a_l	cspg_a	Chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan
cspg_b_l	cspg_b	Chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan
dgsn_l	dgsn	Deoxyguanosine
dpcoa_l	dpcoa	Dephospho-CoA
gluside_hs_l	gluside_hs	Glucocerebroside (homo sapiens)
gly_l	gly	Glycine
gmp_l	gmp	GMP C10H12N5O8P
hs_deg12_l	hs_deg12	Heparan sulfate, degradation product 12
hs_deg16_l	hs_deg16	Heparan sulfate, degradation product 16
hs_deg18_l	hs_deg18	Heparan sulfate, degradation product 18
hs_deg2_l	hs_deg2	Heparan sulfate, degradation product 2
hs_deg20_l	hs_deg20	Heparan sulfate, degradation product 20
hs_deg5_l	hs_deg5	Heparan sulfate, degradation product 5
hspg_l	hspg	Heparan sulfate proteoglycan
ksi_deg11_l	ksi_deg11	Keratan sulfate I, degradation product 11
ksi_deg12_l	ksi_deg12	Keratan sulfate I, degradation product 12
ksi_deg23_l	ksi_deg23	Keratan sulfate I, degradation product 23
ksi_deg28_l	ksi_deg28	Keratan sulfate I, degradation product 28
ksi_deg32_l	ksi_deg32	Keratan sulfate I, degradation product 32
ksi_deg35_l	ksi_deg35	Keratan sulfate I, degradation product 35
ksi_deg37_l	ksi_deg37	Keratan sulfate I, degradation product 37
ksi_deg40_l	ksi_deg40	Keratan sulfate I, degradation product 40
ksi_deg5_l	ksi_deg5	Keratan sulfate I, degradation product 5
ksi_deg7_l	ksi_deg7	Keratan sulfate I, degradation product 7
ksi_deg9_l	ksi_deg9	Keratan sulfate I, degradation product 9
ksii_core2_deg6_l	ksii_core2_deg6	Keratan sulfate II (core 2-linked), degradation product 6
ksii_core2_deg8_l	ksii_core2_deg8	Keratan sulfate II (core 2-linked), degradation product 8
ksii_core2_deg9_l	ksii_core2_deg9	Keratan sulfate II (core 2-linked), degradation product 9
ksii_core4_l	ksii_core4	Keratan sulfate II (core 4-linked)
ksii_core4_deg1_l	ksii_core4_deg1	Keratan sulfate II (core 4-linked), degradation product 1
ksii_core4_deg3_l	ksii_core4_deg3	Keratan sulfate II (core 4-linked), degradation product 3
man_l	man	D-Mannose
n2m2nm_l	n2m2nm	N2m2nmasn (w/o peptide linkage)
pro__D_l	pro__D	D-Proline
sgalside_hs_l	sgalside_hs	Sulfatide galactocerebroside (homo sapiens)
thf_l	thf	5,6,7,8-Tetrahydrofolate
xyl__D_l	xyl__D	D-Xylose
10fthf5glu_m	10fthf5glu	10-formyltetrahydrofolate-[Glu](5)
11docrtsl_m	11docrtsl	11docrtsl c
1a2425thvitd3_m	1a2425thvitd3	1-alpha,24R,25-Trihydroxyvitamin D3
20ahchsterol_m	20ahchsterol	20alpha-hydroxy cholesterol
2425dhvitd2_m	2425dhvitd2	24R,25-Dihyoxyvitamin D2
2dp6mep_m	2dp6mep	2-Decaprenyl-6-methoxyphenol
2dp6mobq_m	2dp6mobq	2-Decaprenyl-6-methoxy-1,4-benzoquinone
3aib_m	3aib	L-3-Amino-isobutanoate
3hibutcoa_m	3hibutcoa	(S)-3-Hydroxyisobutyryl-CoA
3mb2coa_m	3mb2coa	3-Methylbut-2-enoyl-CoA
3mgcoa_m	3mgcoa	3-Methylglutaconyl-CoA
3sala_m	3sala	3-Sulfino-L-alanine
3snpyr_m	3snpyr	3-Sulfinopyruvate
4tmeabut_m	4tmeabut	4-Trimethylammoniobutanal
5hoxindoa_m	5hoxindoa	5-Hydroxyindoleacetate
7dhf_m	7dhf	Heptaglutamyl folate (DHF)
7thf_m	7thf	Heptaglutamyl folate (THF)
L2aadp_m	L2aadp	L 2 Aminoadipate C6H10NO4
aact_m	aact	Aminoacetone
acac_m	acac	Acetoacetate
aldstrn_m	aldstrn	Aldstrn c
alpa_hs_m	alpa_hs	Lysophosphatidic acid (homo sapiens)
apoC_m	apoC	Apocarboxlase (no lys residue)
apoC_Lys_btn_m	apoC_Lys_btn	Holocarboxylase (biotin covalent bound to Lys residue of apoC)
arachdcoa_m	arachdcoa	C20:4-CoA
btamp_m	btamp	Biotinyl 5  AMP C20H27N7O9PS
cbl1_m	cbl1	Cob(I)alamin
cdpdag_hs_m	cdpdag_hs	CDP diacylglycerol (homo sapiens)
chol_m	chol	Choline C5H14NO
citr__L_m	citr__L	L-Citrulline
clpndcrn_m	clpndcrn	Clupanodonyl carnitine
cyan_m	cyan	Hydrogen cyanide
dctp_m	dctp	DCTP C9H12N3O13P3
dd2coa_m	dd2coa	Trans-Dodec-2-enoyl-CoA
decdp_m	decdp	All trans Decaprenyl diphosphate
dgsn_m	dgsn	Deoxyguanosine
dhcholestanate_m	dhcholestanate	3alpha,7alpha-Dihydroxy-5beta-cholestanate
dmhptcoa_m	dmhptcoa	2,6 dimethylheptanoyl-CoA
dmnoncoa_m	dmnoncoa	4,8 dimethylnonanoyl-CoA
dtdp_m	dtdp	DTDP C10H13N2O11P2
eicostetcoa_m	eicostetcoa	Eicosatetranoyl coenzyme A
glac_m	glac	D-glucurono-6,3-lactone
gmp_m	gmp	GMP C10H12N5O8P
hdd2crn_m	hdd2crn	Trans-Hexadec-2-enoyl carnitine
ibcoa_m	ibcoa	Isobutyryl-CoA
lneldccrn_m	lneldccrn	Linoelaidyl carnitine
mescon_m	mescon	Mesaconate;(E)-2-Methyl-2-butenedioic acid
n4abutn_m	n4abutn	N4 Acetylaminobutanal C6H11NO2
od2coa_m	od2coa	Trans-Octadec-2-enoyl-CoA
phpyr_m	phpyr	Phenylpyruvate
ppa_m	ppa	Propionate (n-C3:0)
pyam5p_m	pyam5p	Pyridoxamine 5'-phosphate
sl__L_m	sl__L	Sl  L c
so3_m	so3	Sulfite
stcrn_m	stcrn	Stearoylcarnitine
tetpent6coa_m	tetpent6coa	Tetracosapentaenoyl coenzyme A, n-6
tettet6crn_m	tettet6crn	Tetracosatetraenoyl carnitine
thm_m	thm	Thiamin
thmmp_m	thmmp	Thiamin monophosphate
tmndnccoa_m	tmndnccoa	Timnodonyl coenzyme A
tmndnccrn_m	tmndnccrn	Timnodonyl carnitine
tsul_m	tsul	Thiosulfate
vacccrn_m	vacccrn	Vaccenyl carnitine
vitd3_m	vitd3	Calciol; (+)-Vitamin D3
xol7ah2_m	xol7ah2	3alpha,7alpha-Dihydroxy-5beta-cholestane
6pthp_n	6pthp	6-Pyruvoyl-5,6,7,8-tetrahydropterin
Nmelys_n	Nmelys	Histone N6-methyl-L-lysine
ach_n	ach	Acetylcholine
dag_hs_n	dag_hs	Diacylglycerol (homo sapiens)
dcmp_n	dcmp	DCMP C9H12N3O7P
didp_n	didp	DIDP; 2'-deoxyinosine-5'-diphosphate(3-)
dna_n	dna	DNA
for_n	for	Formate
gtp_n	gtp	GTP C10H12N5O14P3
mi1346p_n	mi1346p	1D-myo-Inositol 1,3,4,6-tetrakisphosphate
nadph_n	nadph	Nicotinamide adenine dinucleotide phosphate - reduced
nmn_n	nmn	NMN C11H14N2O8P
ppmi1346p_n	ppmi1346p	Diphosphoinositol tetrakisphosphate C6H7O24P6
retn_n	retn	Retinoate
thbpt_n	thbpt	Tetrahydrobiopterin
12harachd_r	12harachd	12 hydroxy arachidonic acid
17ahprgnlone_r	17ahprgnlone	17alpha-Hydroxypregnenolone
18harachd_r	18harachd	18 hydroxy arachidonic acid
44mctr_r	44mctr	4 4 dimethylcholesta 8 14 24 trienol C29H46O
4hpro_LT_r	4hpro_LT	Trans 4 Hydroxy L proline C5H9NO3
5adtststeroneglc_r	5adtststeroneglc	5alpha-Dihydrotestosterone glucuronide
6pgc_r	6pgc	6-Phospho-D-gluconate
Ser_Gly_Ala_X_Gly_r	Ser_Gly_Ala_X_Gly	Protein-linked serine residue (glycosaminoglycan attachment site)
acald_r	acald	Acetaldehyde
adp_r	adp	ADP C10H12N5O10P2
ahandrostanglc_r	ahandrostanglc	Etiocholan-3alpha-ol-17-one 3-glucuronide
akg_r	akg	2-Oxoglutarate
amet_r	amet	S-Adenosyl-L-methionine
andrstandn_r	andrstandn	5alpha-androstane-3,17-dione
bilglcur_r	bilglcur	Bilirubin monoglucuronide
crm_hs_r	crm_hs	Ceramide (homo sapiens)
crn_r	crn	L-Carnitine
dem2emgacpail_prot_hs_r	dem2emgacpail_prot_hs	Deacylated-(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol
dhcholoylcoa_r	dhcholoylcoa	3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA
doldp_U_r	doldp_U	Dolichol diphosphate, human uterine homolog
dolichol_U_r	dolichol_U	Dolichol, human uterine homolog
ecgon_r	ecgon	Ecgon r
em2emgacpail_hs_r	em2emgacpail_hs	(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol (H7)
em3gacpail_hs_r	em3gacpail_hs	Phosphoethanolaminyl-trimannosyl-glucosaminyl-acylphosphatidylinositol (H6')
estriol_r	estriol	Estriol c
fad_r	fad	Flavin adenine dinucleotide oxidized
frdp_r	frdp	Farnesyl diphosphate
g1m6masnB1_r	g1m6masnB1	Glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)
g2m8mpdol_U_r	g2m8mpdol_U	(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog
hdca_r	hdca	Hexadecanoate (n-C16:0)
hmgcoa_r	hmgcoa	Hydroxymethylglutaryl CoA C27H39N7O20P3S
leuktrB4_r	leuktrB4	Leukotriene B4(1-)
leuktrB4woh_r	leuktrB4woh	W-hydroxyl leukotriene B4
lthstrl_r	lthstrl	5alpha-Cholest-7-en-3beta-ol
m_em_3gacpail_hs_r	m_em_3gacpail_hs	M LPAREN em RPAREN 3gacpail hs r
m6mpdol_U_r	m6mpdol_U	(alpha-D-Mannosyl)6-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human uterine homolog
m7masnB_r	m7masnB	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)
m7mpdol__L_r	m7mpdol__L	(alpha-D-Mannosyl)7-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog
m8masn_r	m8masn	(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)
mem2emgacpail_hs_r	mem2emgacpail_hs	({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol (M4B)
pchol_hs_r	pchol_hs	Phosphatidylcholine (homo sapiens)
pecgoncoa_r	pecgoncoa	Pseudoecgonyl-CoA
pepslys_r	pepslys	Peptide sans lysine
pre_prot_r	pre_prot	Glycophosphatidylinositol (GPI)-anchored protein precursor
prgnlone_r	prgnlone	Prgnlone c
prgstrn_r	prgstrn	Prgstrn c
prostgd2_r	prostgd2	Prostaglandin D2
succ_r	succ	Succinate
thcholstoic_r	thcholstoic	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate
tststerone_r	tststerone	Tststerone c
ump_r	ump	UMP C9H11N2O9P
xol27oh_r	xol27oh	27-Hydroxycholesterol
xol7a_r	xol7a	7 alpha-Hydroxycholesterol
xoltri27_r	xoltri27	7-alpha,27-Dihydroxycholesterol
3h26dm5coa_x	3h26dm5coa	3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA
3hpcoa_x	3hpcoa	3-Hydroxypropionyl-CoA
5dpmev_x	5dpmev	 R  5 Diphosphomevalonate C6H10O10P2
5g2oxpt_x	5g2oxpt	2-Oxoarginine
acald_x	acald	Acetaldehyde
adrn_x	adrn	Adrenic acid
akdhap_hs_x	akdhap_hs	1-alkyldihydroxyacetone phosphate
ala__L_x	ala__L	L-Alanine
asp__D_x	asp__D	D-Aspartate
cholcoa_x	cholcoa	Choloyl-CoA(4-)
cholcoaone_x	cholcoaone	3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA
dhcholoylcoa_x	dhcholoylcoa	3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA
dmnoncrn_x	dmnoncrn	4,8 dimethylnonanoyl carnitine
dmpp_x	dmpp	Dimethylallyl diphosphate
fad_x	fad	Flavin adenine dinucleotide oxidized
forcoa_x	forcoa	Formyl-CoA(4-)
frdp_x	frdp	Farnesyl diphosphate
gchola_x	gchola	Glycocholate
glyclt_x	glyclt	Glycolate C2H3O3
grdp_x	grdp	Geranyl diphosphate
hmgcoa_x	hmgcoa	Hydroxymethylglutaryl CoA C27H39N7O20P3S
hxan_x	hxan	Hypoxanthine
lnlncgcoa_x	lnlncgcoa	Gamma-linolenoyl-CoA
orn__D_x	orn__D	D-Ornithine
pcrn_x	pcrn	Propionyl-carnitine
phyt_x	phyt	Phytanic acid
prpncoa_x	prpncoa	Propenoyl-CoA
succ_x	succ	Succinate
thcholstoic_x	thcholstoic	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate
xan_x	xan	Xanthine
7ohp_c	7ohp	7-oxoheptanoic acid
r5hbzi_c	r5hbzi	N1-(alpha-D-ribosyl)-5-hydroxybenzimidazole
Rh2cit_c	Rh2cit	(R)-(homo)2citrate
alac__S_e	alac__S	(S)-2-Acetolactate
dpgps_c	dpgps	2,3-O-phytanyl-sn-glycero-1-phosphoserine
dggpg_c	dggpg	2,3-di-O-geranyl-sn-glycerol-1-phospho-3'-sn-glycerol
dggpi_c	dggpi	2,3-di-O-geranyl-sn-glycero-1-phospho-myo-inositol
dgggps_c	dgggps	2,3-di-O-geranylgeranyl-sn-glyceroserine
nabl_c	nabl	N-epsilon-acetyl-beta-lysine
cbl1hbi_e	cbl1hbi	Cob(I)alamin-HBI
glyc1p_c	glyc1p	Glycerol 1-phosphate
3hdgggp_c	3hdgggp	2-O-(3'-hydroxy)geranyl-3-O-geranyl-sn-glycerol
cdpg_c	cdpg	Cyclic 2,3-bisphospho-D-glycerate
com_c	com	Coenzyme m
s_e	s	Sulfur
3hdggpg_c	3hdggpg	2-O-(3'-hydroxy)geranyl-3-O-geranyl-sn-glycerol-1-phospho-3'-sn-glycerol
unknown_cbl1deg_e	unknown_cbl1deg	Unknown degradation product of cbl1 for adocbl-HBI synthesis
f430p3_c	f430p3	Coenzyme f430 precursor 3
sf430a_c	sf430a	15,17-seco-F430-17-acid
mphenh2_c	mphenh2	Methanophenazine (reduced)
menylh4spt_c	menylh4spt	Methenyl-tetrahydrosarcinapterin
3hfrdp_c	3hfrdp	3-hydroxy-farnesyl diphosphate
f420_1_c	f420_1	Coenzyme ferredoxin 420-1
ptp_c	ptp	Triaminopyrimidine triphosphate
h2mpt_c	h2mpt	7,8-dihydromethanopterin
dhadrp_c	dhadrp	7,8-dihydropterin-6-ylmethyl-1-(4-aminophenyl)-1-deoxy-D-ribitol 5'-phosphate
dhadrpr_c	dhadrpr	7,8-dihydropterin-6-ylmethyl-1-(4-aminophenyl)-1-deoxy-5-[1-A-D-ribofuranosyl 5'-phosphate]-D-ribitol
Largn_c	Largn	L-Arogenate
aracheACP_c	aracheACP	Cis-eicosa-11-enoyl-[acyl-carrier protein] (n-C20:1)
behenACP_c	behenACP	Docosanoyl-ACP (n-C22:0)
cdp_inost_c	cdp_inost	CDP-Inositol
cell4_c	cell4	Cellulose (n=4 repeating units)
galman6_c	galman6	Galactomannan(n=6 repeat units mannose, alpha-1,4 man)
lmn2_c	lmn2	Laminaribiose
mantr_c	mantr	Mannotriose (beta-1,4)
manttr_c	manttr	Mannotetraose
pdip_d_d_c	pdip_d_d	Phospho-di-myo-inositol 1,1' phosphate
s2l2fn2m2masn_c	s2l2fn2m2masn	PA6
trpglcur_c	trpglcur	Tryptophanyl-beta-D-glucuronide
xyl4_c	xyl4	Xylotetraose
cell6_e	cell6	Cellulose (n=6 repeating units)
lmn30_e	lmn30	Laminarin (n=30 repeat units, beta -1,3 glc)
clpn140_c	clpn140	Cardiolipin (tetratetradecanoyl, n-C14:0)
ham_c	ham	Hydroxylamine
murein4px4p_e	murein4px4p	Two disacharide linked murein units, tetrapeptide corsslinked tetrapeptide (A2pm->D-ala) (middle of chain)
murein5p3p_e	murein5p3p	Two linked disacharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain)
12dgr160_h	12dgr160	1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)
12dgr1601819Z_h	12dgr1601819Z	1,2-Diacyl-sn-glycerol (1-hexadecanoyl,2-(9Z)-octadecenoyl, 16:0/18:1(9Z))
12dgr18111Z1819Z_c	12dgr18111Z1819Z	1,2-Diacyl-sn-glycerol (1-(11Z)-octadecenoyl,2-(9Z)-octadecenoyl, 18:1(11Z)/18:1(9Z))
12dgr1819Z160_h	12dgr1819Z160	1,2-Diacyl-sn-glycerol (1-(9Z)-octadecenoyl,2-hexadecanoyl, 18:1(9Z)/16:0)
12dgr1819Z1619Z_h	12dgr1819Z1619Z	1,2-Diacyl-sn-glycerol (1-(9Z)-octadecenoyl,2-(9Z)-hexadecenoyl, 18:1(9Z)/16:1(9Z))
12dgr1819Z18111Z_c	12dgr1819Z18111Z	1,2-Diacyl-sn-glycerol (1-(9Z)-octadecenoyl,2-(11Z)-octadecenoyl, 18:1(9Z)/18:1(11Z))
12dgr1819Z1819Z_h	12dgr1819Z1819Z	1,2-Diacyl-sn-glycerol (1,2-di-(9Z)-octadecenoyl, 18:1(9Z)/18:1(9Z))
13Shpocdcy1829Z11Ea_c	13Shpocdcy1829Z11Ea	(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid
1agpe18111Z_c	1agpe18111Z	1-Acyl-sn-glycero-3-phosphoethanolamine (18:1(11Z))
1Dgali_h	1Dgali	1 alpha D Galactosyl myo inositol C12H22O11
1odecg3p_h	1odecg3p	1-octadecanoyl-sn-glycerol 3-phosphate
23dhmb_h	23dhmb	(R)-2,3-Dihydroxy-3-methylbutanoate
26dmani_e	26dmani	2,6-Dimethylaniline
2aobut_x	2aobut	L-2-Amino-3-oxobutanoate
2mbdhl_m	2mbdhl	S-(2-Methylbutanoyl)-dihydrolipoamide
2pglyc_x	2pglyc	2-Phosphoglycolate
34hpp_h	34hpp	3-(4-Hydroxyphenyl)pyruvate
3hhexACP_h	3hhexACP	(R)-3-Hydroxyhexanoyl-[acyl-carrier protein]
3hivcoa_m	3hivcoa	3-Hydroxyisovaleryl-CoA
3hlido_c	3hlido	3-Hydroxylidocaine
3hmrsACP_h	3hmrsACP	(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]
3hocoa_x	3hocoa	(S)-3-Hydroxyoctanoyl-CoA
3oddcoa_m	3oddcoa	3-Oxododecanoyl-CoA
3odecACP_h	3odecACP	3-Oxodecanoyl-[acyl-carrier protein]
3ohcoa_x	3ohcoa	3-Oxohexanoyl-CoA
3omrsACP_h	3omrsACP	3-Oxotetradecanoyl-[acyl-carrier protein]
3oocoa_m	3oocoa	3-Oxooctanoyl-CoA
3ooctACP_h	3ooctACP	3-Oxooctanoyl-[acyl-carrier protein]
3pg_x	3pg	3-Phospho-D-glycerate
3php_h	3php	3-Phosphohydroxypyruvate
3psme_h	3psme	5-O-(1-Carboxyvinyl)-3-phosphoshikimate
3sala_h	3sala	3-Sulfino-L-alanine
3snpyr_h	3snpyr	3-Sulfinopyruvate
4abut_h	4abut	4-Aminobutanoate
4c2me_h	4c2me	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol
4hproara_g	4hproara	Hyp(4-b1)Ara
4hproaraaraaragal_g	4hproaraaraaragal	Hyp(4-b1)Ara(2-b1)Ara(2-b1)Ara(2-a1)Gal
4hproaraaragalara_g	4hproaraaragalara	Hyp(4-b1)Ara(2-b1)Ara(2-a1)Gal(5-b1)Ara
4hproaraaragalmeara_g	4hproaraaragalmeara	Hyp(4-b1)Ara(2-b1)Ara(2-a1)Gal(5-b1)MeAra
4hproaraara_ara_gal_g	4hproaraara_ara_gal	Hyp(4-b1)Ara(2-b1)Ara[(2-b1)Ara](3-a1)Gal
4hproaraara_gal_gal_g	4hproaraara_gal_gal	Hyp(4-b1)Ara(2-b1)Ara[(2-a1)Gal](3-a1)Gal
4hproara_ara_gal_g	4hproara_ara_gal	Hyp(4-b1)Ara[(2-b1)Ara](3-a1)Gal
4hproara_ara_galara_g	4hproara_ara_galara	Hyp(4-b1)Ara[(2-b1)Ara](3-a1)Gal(2-b1)Ara
4mlacac_n	4mlacac	4 Maleylacetoacetate C8H6O6
4r5au_h	4r5au	4-(1-D-Ribitylamino)-5-aminouracil
acACP_h	acACP	Acetyl-ACP
accoa_s	accoa	Acetyl-CoA
achms_h	achms	O Acetyl L homoserine C6H11NO4
ACP_h	ACP	Acyl carrier protein
actACP_h	actACP	Acetoacetyl-ACP
ahcys_g	ahcys	S-Adenosyl-L-homocysteine
aicar_h	aicar	5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide
allphn_m	allphn	Allophanate C2H3N2O3
alltn_m	alltn	Allantoin
ans_c	ans	Anserine
anth_h	anth	Anthranilate
apocytc_h	apocytc	Apocytochrome c
apocytc_m	apocytc	Apocytochrome c
aps_h	aps	Adenosine 5'-phosphosulfate
aps_m	aps	Adenosine 5'-phosphosulfate
